2.01613	0.96779		
2.066533	0.92253
2.116936	0.87972			
2.167339	0.79097			
2.217742	0.79371			
2.268145	0.82669			
2.318548	0.80242			
2.368951	0.8544			
2.419354	0.90677			
2.469757	0.94499			
2.52016	0.93662			
2.570563	0.92954			
2.620966	0.91005			
2.671369	0.94918			
2.721772	0.97596			
2.772175	0.95712			
2.822578	0.91435			
2.872981	0.92734			
2.923384	0.93407			
2.973787	0.9059			
3.02419	0.93298			
3.074593	0.91756			
3.124996	0.91428			
3.175399	0.93348			
3.225802	0.94678			
3.276205	0.93576			
3.326608	0.91046			
3.377011	0.90699			
3.427414	0.91514			
3.477817	0.92379			
3.52822	0.90048			
3.578623	0.9215			
3.629026	0.92399			
3.679429	0.92151			
3.729832	0.92794			
3.780235	0.92205			
3.830638	0.92418			
3.881041	0.9123			
3.931444	0.91167			
3.981847	0.89775			
4.03225	0.90204			
4.082653	0.90668			
4.133056	0.89796			
4.183459	0.89526			
4.233862	0.89664			
4.284265	0.88171			
4.334668	0.86577			
4.385071	0.86071			
4.435474	0.84993			
4.485877	0.83393			
4.53628	0.8117			
4.586683	0.7951			
4.637086	0.77794			
4.687489	0.72898			
4.737892	0.62175			
4.788295	0.4658			
4.838698	0.30235			
4.889101	0.17098			
4.939504	0.0912			
4.989907	0.04961			
5.04031	0.02904			
5.090713	0.01926			
5.141116	0.01359			
5.191519	0.01029			
5.241922	0.00839			
5.292325	0.00695			
5.342728	0.00457			
5.393131	0.00273			
5.443534	0.00116			
5.493937	0.00046			
5.54434	0.00164			
5.594743	0.00219			
5.645146	0.00045			
5.695549	0.00031			
5.745952	0.00069			
5.796355	-0.00034			
5.846758	-0.00046			
5.897161	0.00031			
5.947564	-0.00015			
5.997967	-0.00003			
6.04837	0.00058			
6.098773	0.00046			
6.149176	0.00117			
6.199579	0.00181			
6.249982	0.0023			
6.300385	0.00086			
6.350788	-0.00073			
6.401191	-0.00188			
6.451594	-0.00117			
6.501997	0.00036			
6.5524	0.00113			
6.602803	0.00092			
6.653206	0.00034			
6.703609	0.00029			
6.754012	-0.00026			
6.804415	-0.00041			
6.854818	-0.00023			
6.905221	-0.00051			
6.955624	-0.00045			
7.006027	0.0002			
7.05643	0.00044			
7.106833	0.00099			
7.157236	0.00056			
7.207639	0.00033			
7.258042	0.00036			
7.308445	0.00016			
7.358848	0.00031			
7.409251	0.00015			
7.459654	-0.00001			
7.510057	0.00016			
7.56046	0.00003			
7.610863	-0.00011			
7.661266	0.00012			
7.711669	0			
7.762072	-0.00007			
7.812475	0.00008			
7.862878	-0.0001			
7.913281	-0.00028			
7.963684	0.00003			
8.014087	0.00072			
8.06449	0.00075			
8.114893	-0.00008			
8.165296	-0.00018			
8.215699	-0.00002			
8.266102	-0.00017			
8.316505	-0.00034			
8.366908	-0.00039			
8.417311	-0.00004			
8.467714	0.00029			
8.518117	0.00011			
8.56852	-0.00033			
8.618923	-0.00063			
8.669326	-0.0003			
8.719729	0.00025			
8.770132	0.00019			
8.820535	-0.00027			
8.870938	-0.00066			
8.921341	-0.00068			
8.971744	-0.00076			
9.022147	-0.00074			
9.07255	-0.00032			
9.122953	-0.00049			
9.173356	-0.0006			
9.223759	-0.00065			
9.274162	-0.00075			
9.324565	-0.00031			
9.374968	-0.00041			
9.425371	-0.00044			
9.475774	0.0002			
9.526177	0.00131			
9.57658	0.00244			
9.626983	0.00354			
9.677386	0.00456			
9.727789	0.00368			
9.778192	0.00215			
9.828595	0.00136			
9.878998	0.00072			
9.929401	0.00033			
9.979804	0.00043			
10.030207	-0.00008			
10.08061	-0.00041			
10.131013	0.00007			
10.181416	0.00026			
10.231819	0.00021			
10.282222	0.00043			
10.332625	0.00049			
10.383028	0.0002			
10.433431	0.0001			
10.483834	0.00023			
10.534237	0.00031			
10.58464	0.00039			
10.635043	0.00048			
10.685446	0.00045			
10.735849	0.00035			
10.786252	0.00041			
10.836655	0.00021			
10.887058	0.00013			
10.937461	0.00051			
10.987864	0.00023			
11.038267	0.00002			
