5.04032	0.96186
5.090723	0.96266
5.141126	0.96648
5.191529	0.97321
5.241932	0.97968
5.292335	0.98443
5.342738	0.98954
5.393141	0.99293
5.443544	0.99187
5.493947	0.99068
5.54435	0.9885
5.594753	0.98181
5.645156	0.97288
5.695559	0.96669
5.745962	0.95724
5.796365	0.94554
5.846768	0.93621
5.897171	0.92641
5.947574	0.91593
5.997977	0.9103
6.04838	0.90619
6.098783	0.90361
6.149186	0.90575
6.199589	0.9092
6.249992	0.91645
6.300395	0.92475
6.350798	0.93364
6.401201	0.94342
6.451604	0.95266
6.502007	0.96081
6.55241	0.96954
6.602813	0.97296
6.653216	0.97188
6.703619	0.96945
6.754022	0.96174
6.804425	0.94844
6.854828	0.93083
6.905231	0.91295
6.955634	0.89427
7.006037	0.87645
7.05644	0.85863
7.106843	0.84215
7.157246	0.83099
7.207649	0.82589
7.258052	0.8251
7.308455	0.82774
7.358858	0.83494
7.409261	0.84548
7.459664	0.85921
7.510067	0.87525
7.56047	0.89367
7.610873	0.91162
7.661276	0.92602
7.711679	0.93535
7.762082	0.93829
7.812485	0.93457
7.862888	0.92198
7.913291	0.90149
7.963694	0.87566
8.014097	0.84545
8.0645	0.81435
8.114903	0.78515
8.165306	0.75961
8.215709	0.73832
8.266112	0.72179
8.316515	0.71075
8.366918	0.70624
8.417321	0.7076
8.467724	0.71401
8.518127	0.72646
8.56853	0.74286
8.618933	0.76392
8.669336	0.78852
8.719739	0.81216
8.770142	0.83241
8.820545	0.84688
8.870948	0.85211
8.921351	0.84707
8.971754	0.83191
9.022157	0.80904
9.07256	0.78145
9.122963	0.75144
9.173366	0.71881
9.223769	0.68471
9.274172	0.64837
9.324575	0.60969
9.374978	0.56638
9.425381	0.5175
9.475784	0.46538
9.526187	0.41228
9.57659	0.36006
9.626993	0.30966
9.677396	0.26322
9.727799	0.22186
9.778202	0.18608
9.828605	0.15428
9.879008	0.1253
9.929411	0.09939
9.979814	0.07852
10.030217	0.06253
10.08062	0.04983
10.131023	0.03951
10.181426	0.03122
10.231829	0.02525
10.282232	0.02093
10.332635	0.0174
10.383038	0.01444
10.433441	0.01227
10.483844	0.01058
10.534247	0.00874
10.58465	0.00682
10.635053	0.00558
10.685456	0.00469
10.735859	0.00394
10.786262	0.00358
10.836665	0.00325
10.887068	0.00292
10.937471	0.00285
10.987874	0.003
11.038277	0.00284
11.08868	0.00245
11.139083	0.002
11.189486	0.00187
