2.01613	0.98668
2.066533	0.92947
2.116936	0.90791
2.167339	0.87372
2.217742	0.89218
2.268145	0.91624
2.318548	0.81668
2.368951	0.85786
2.419354	0.94057
2.469757	0.96393
2.52016	0.95033
2.570563	0.95506
2.620966	0.94035
2.671369	0.9889
2.721772	0.99438
2.772175	0.97176
2.822578	0.92831
2.872981	0.92854
2.923384	0.93059
2.973787	0.90222
3.02419	0.94844
3.074593	0.93355
3.124996	0.93598
3.175399	0.93079
3.225802	0.92795
3.276205	0.91594
3.326608	0.8725
3.377011	0.86238
3.427414	0.87019
3.477817	0.84401
3.52822	0.78931
3.578623	0.77732
3.629026	0.78286
3.679429	0.74694
3.729832	0.61862
3.780235	0.41181
3.830638	0.22411
3.881041	0.1235
3.931444	0.08024
3.981847	0.04328
4.03225	0.01829
4.082653	0.00681
4.133056	0.00267
4.183459	0.00199
4.233862	0.00381
4.284265	0.00336
4.334668	0.00259
4.385071	0.00212
4.435474	-0.00056
4.485877	-0.00073
4.53628	-0.00026
4.586683	0.00005
4.637086	0.00236
4.687489	0.00335
4.737892	0.00215
4.788295	0.00193
4.838698	0.00107
4.889101	0.00005
4.939504	-0.00085
4.989907	-0.00079
5.04031	0.00038
5.090713	0.00127
5.141116	-0.00008
5.191519	-0.00151
5.241922	-0.0008
5.292325	0.00078
5.342728	0.00118
5.393131	0.00064
5.443534	0.00053
5.493937	0.00047
5.54434	0.00065
5.594743	0
5.645146	0.0001
5.695549	-0.00142
5.745952	-0.00301
5.796355	-0.00148
5.846758	-0.00096
5.897161	-0.00037
5.947564	-0.00054
5.997967	-0.00051
6.04837	0.00008
6.098773	0.0007
6.149176	0.00132
6.199579	0.00047
6.249982	0.00003
6.300385	-0.00015
6.350788	-0.00047
6.401191	-0.00006
6.451594	0.00058
6.501997	0.00103
6.5524	0.00027
6.602803	-0.00058
6.653206	0.00054
6.703609	0.00093
6.754012	0.00027
6.804415	0.00046
6.854818	0.00083
6.905221	0.00071
6.955624	0.00089
7.006027	0.00115
7.05643	0.00089
7.106833	0.00134
7.157236	0.00222
7.207639	0.00324
7.258042	0.00514
7.308445	0.00766
7.358848	0.00899
7.409251	0.00991
7.459654	0.01582
7.510057	0.02955
7.56046	0.04321
7.610863	0.03642
7.661266	0.01806
7.711669	0.00636
7.762072	0.0024
7.812475	0.00109
7.862878	0.00052
7.913281	0.00038
7.963684	0.00032
8.014087	0.0003
8.06449	0.00031
8.114893	0.00045
8.165296	0.00043
8.215699	0.00024
8.266102	0.00006
8.316505	0.00003
8.366908	-0.00004
8.417311	-0.00028
8.467714	-0.00002
8.518117	0.00026
8.56852	0.00035
8.618923	-0.00013
8.669326	-0.00028
8.719729	0.00008
8.770132	0.00037
8.820535	0.00059
8.870938	0.00056
8.921341	0.00053
8.971744	0.00008
9.022147	-0.00032
9.07255	-0.0001
9.122953	0.00015
9.173356	-0.00004
9.223759	0.00003
9.274162	0.00006
9.324565	-0.00009
9.374968	-0.00007
9.425371	-0.00023
9.475774	-0.00012
9.526177	0.00057
9.57658	0.00068
9.626983	0.0003
9.677386	0.00035
9.727789	0.0008
9.778192	0.00055
9.828595	0.00012
9.878998	-0.00012
9.929401	0.00016
9.979804	0.00072
10.030207	0.00056
10.08061	0.00047
10.131013	0.00033
10.181416	0.00023
10.231819	0.00069
10.282222	0.00097
10.332625	0.00082
10.383028	0.001
10.433431	0.001
10.483834	0.00076
10.534237	0.00085
10.58464	0.00103
10.635043	0.00096
10.685446	0.00073
10.735849	0.00052
10.786252	0.0005
10.836655	0.00068
10.887058	0.00017
10.937461	-0.00008
10.987864	0.00031
11.038267	0.00004
